model,reference_trajectory,anchor,branch,prediction_step,valid,predicted_mean_x_m,predicted_mean_y_m,actual_x_m,actual_y_m,euclidean_error_mm
autoregressive,test_c01_side-1,1,4,4,1,-0.4742234330624342,-0.275562833994627,-0.4785709083080292,-0.29012832045555115,15.20045844224528
autoregressive,test_c01_side-1,1,4,5,1,-0.4869041731581092,-0.2524798442609608,-0.50263911485672,-0.29489865899086,45.243167808501106
autoregressive,test_c01_side-1,1,4,6,1,-0.49032894521951675,-0.23665491631254554,-0.5216683745384216,-0.3041267991065979,74.39499175219373
autoregressive,test_c01_side-1,1,5,1,1,-0.394093282520771,-0.34065989311784506,-0.39604148268699646,-0.3421783149242401,2.4700381919753434
autoregressive,test_c01_side-1,1,5,2,1,-0.4210540633648634,-0.3167139124125242,-0.42481592297554016,-0.3136049509048462,4.88028988756455
autoregressive,test_c01_side-1,1,5,3,1,-0.4439997561275959,-0.28596748132258654,-0.4468976557254791,-0.3089101016521454,23.124914046666177
autoregressive,test_c01_side-1,1,5,4,1,-0.45934979896992445,-0.2553523797541857,-0.46120646595954895,-0.3149861693382263,59.662685763079715
autoregressive,test_c01_side-1,1,5,5,1,-0.4655236201360822,-0.22954812599346042,-0.46108922362327576,-0.32599398493766785,96.54774766880243
autoregressive,test_c01_side-1,1,5,6,1,-0.4662136798724532,-0.21302600065246224,-0.4592813551425934,-0.34244170784950256,129.60124380371627
autoregressive,test_c01_side-1,1,6,1,1,-0.3957675099372864,-0.3516956316307187,-0.396056592464447,-0.3532755970954895,1.6061941281731718
autoregressive,test_c01_side-1,1,6,2,1,-0.4261873858049512,-0.34933718014508486,-0.4280489683151245,-0.35359519720077515,4.647171041475943
autoregressive,test_c01_side-1,1,6,3,1,-0.4556360002607107,-0.35055499617010355,-0.4604213237762451,-0.35860830545425415,9.367769829287694
autoregressive,test_c01_side-1,1,6,4,1,-0.4804288102313876,-0.3545951182022691,-0.4791634678840637,-0.3826442062854767,28.077614456279402
autoregressive,test_c01_side-1,1,6,5,1,-0.49974987283349037,-0.3586664944887161,-0.4706738293170929,-0.41463717818260193,63.072448341002705
autoregressive,test_c01_side-1,1,6,6,1,-0.5126475710421801,-0.3619649736210704,-0.45818763971328735,-0.45118698477745056,104.52966753576202
autoregressive,test_c01_side-1,1,7,1,1,-0.3961376827210188,-0.34566847514361143,-0.3969355523586273,-0.34598830342292786,0.8595848340146941
autoregressive,test_c01_side-1,1,7,2,1,-0.42790759447962046,-0.33220196329057217,-0.4304657578468323,-0.33407244086265564,3.1690513029946037
autoregressive,test_c01_side-1,1,7,3,1,-0.45911427959799767,-0.3200645660981536,-0.4648331105709076,-0.3246215581893921,7.312400742322875
autoregressive,test_c01_side-1,1,7,4,1,-0.48751705419272184,-0.3098821807652712,-0.4885730743408203,-0.3333246111869812,23.466203839349582
autoregressive,test_c01_side-1,1,7,5,1,-0.5112759079784155,-0.3014171738177538,-0.48748090863227844,-0.35094720125198364,54.94930037332799
autoregressive,test_c01_side-1,1,7,6,1,-0.5292244628071785,-0.2938073854893446,-0.4787367284297943,-0.37021344900131226,91.58000799277174
autoregressive,test_c01_side-1,1,8,1,1,-0.3956494368612766,-0.3545626187697053,-0.39575037360191345,-0.3558712899684906,1.312558010962012
autoregressive,test_c01_side-1,1,8,2,1,-0.4257684927433729,-0.3561111753806472,-0.4275093972682953,-0.35922902822494507,3.5709599442715123
autoregressive,test_c01_side-1,1,8,3,1,-0.4551109429448843,-0.3604495348408818,-0.4596974551677704,-0.36645182967185974,7.554047763197403
autoregressive,test_c01_side-1,1,8,4,1,-0.480170420370996,-0.36699849274009466,-0.48504239320755005,-0.38985973596572876,23.37461360411593
autoregressive,test_c01_side-1,1,8,5,1,-0.4997044485062361,-0.37306757364422083,-0.5095292329788208,-0.4199756979942322,47.92596916045485
autoregressive,test_c01_side-1,1,8,6,1,-0.5104403551667929,-0.3760049231350422,-0.533838152885437,-0.4558778405189514,83.22944112211363
autoregressive,test_c01_side-1,1,9,1,1,-0.3969439575448632,-0.3437376217916608,-0.3967244625091553,-0.34391480684280396,0.2820861801808838
autoregressive,test_c01_side-1,1,9,2,1,-0.4295214544981718,-0.32666010688990355,-0.42948463559150696,-0.3271554708480835,0.4967303926192787
autoregressive,test_c01_side-1,1,9,3,1,-0.462473432533443,-0.3088115770369768,-0.462371826171875,-0.31027430295944214,1.466250652843202
autoregressive,test_c01_side-1,1,9,4,1,-0.4945391910150647,-0.2911797156557441,-0.4952596426010132,-0.2933730483055115,2.308626994607691
autoregressive,test_c01_side-1,1,9,5,1,-0.5248746816068888,-0.27358252089470625,-0.5280020236968994,-0.2764913737773895,4.271029576231818
autoregressive,test_c01_side-1,1,9,6,1,-0.5493666771799326,-0.2571583380922675,-0.5604340434074402,-0.2596733272075653,11.349527103092973
autoregressive,test_c01_side-1,1,10,1,1,-0.39255331736057997,-0.3584876321256161,-0.39428091049194336,-0.3660407066345215,7.748129617179277
autoregressive,test_c01_side-1,1,10,2,1,-0.41305924765765667,-0.36921781301498413,-0.4238087832927704,-0.38331079483032227,17.724690485817543
autoregressive,test_c01_side-1,1,10,3,1,-0.42741428688168526,-0.3799774395301938,-0.45314493775367737,-0.40652239322662354,36.96891885140742
autoregressive,test_c01_side-1,1,10,4,1,-0.431944833137095,-0.3868518089875579,-0.4822535216808319,-0.43556031584739685,70.02487260613694
autoregressive,test_c01_side-1,1,10,5,1,-0.43206057976931334,-0.3920677686110139,-0.5111334323883057,-0.4703768789768219,111.28716362451323
autoregressive,test_c01_side-1,1,10,6,1,-0.4299886804074049,-0.38946518301963806,-0.5397860407829285,-0.5109261274337769,163.73216349699624
autoregressive,test_c01_side-1,1,11,1,1,-0.39647091645747423,-0.3414619415998459,-0.3989608883857727,-0.3397200107574463,3.038796351093207
autoregressive,test_c01_side-1,1,11,2,1,-0.4296360705047846,-0.32276616524904966,-0.43471524119377136,-0.325593501329422,5.813071838472118
autoregressive,test_c01_side-1,1,11,3,1,-0.46046731621026993,-0.30645906925201416,-0.4675348997116089,-0.32369464635849,18.62836156890005
autoregressive,test_c01_side-1,1,11,4,1,-0.4843329666182399,-0.2933619534596801,-0.471001535654068,-0.33556604385375977,44.25960119052283
autoregressive,test_c01_side-1,1,11,5,1,-0.4985176520422101,-0.28473609033972025,-0.4607107937335968,-0.3466876745223999,72.57656176694516
autoregressive,test_c01_side-1,1,11,6,1,-0.5040796538814902,-0.2781176147982478,-0.44943535327911377,-0.36184829473495483,99.98413049572493
autoregressive,test_c01_side-1,1,12,1,1,-0.3932415125891566,-0.34470674861222506,-0.3966529369354248,-0.34751105308532715,4.416100049610704
autoregressive,test_c01_side-1,1,12,2,1,-0.4219960290938616,-0.3225181866437197,-0.4298732280731201,-0.325234979391098,8.332540224387719
autoregressive,test_c01_side-1,1,12,3,1,-0.4543034080415964,-0.30184024665504694,-0.460257887840271,-0.31382542848587036,13.382840251259205
autoregressive,test_c01_side-1,1,12,4,1,-0.477353666909039,-0.29655246809124947,-0.46652883291244507,-0.33072611689567566,35.84711011590859
autoregressive,test_c01_side-1,1,12,5,1,-0.45635465532541275,-0.31777296774089336,-0.46981483697891235,-0.35457271337509155,39.18415201183887
autoregressive,test_c01_side-1,1,12,6,1,-0.4915781170129776,-0.3309260159730911,-0.4730844497680664,-0.384296715259552,56.48404438858231
autoregressive,test_c01_side-1,1,13,1,1,-0.3956161607056856,-0.3536269748583436,-0.3961237967014313,-0.3537418246269226,0.5204659196521304
autoregressive,test_c01_side-1,1,13,2,1,-0.42783726565539837,-0.338462945073843,-0.4272192418575287,-0.3392224609851837,0.9791924398773616
autoregressive,test_c01_side-1,1,13,3,1,-0.46011669654399157,-0.3179829753935337,-0.45733919739723206,-0.3202413022518158,3.579740452754649
autoregressive,test_c01_side-1,1,13,4,1,-0.4909716099500656,-0.2987088989466429,-0.4876185655593872,-0.304280161857605,6.50245162295898
autoregressive,test_c01_side-1,1,13,5,1,-0.5181045942008495,-0.27800747472792864,-0.5161083340644836,-0.2831437289714813,5.510550080205834
autoregressive,test_c01_side-1,1,13,6,1,-0.5352414809167385,-0.256613926962018,-0.5407498478889465,-0.2550366520881653,5.729738451988828
autoregressive,test_c01_side-1,1,14,1,1,-0.3946414105594158,-0.34110628068447113,-0.39611098170280457,-0.34252074360847473,2.0396923073987727
autoregressive,test_c01_side-1,1,14,2,1,-0.42273610830307007,-0.3177783777937293,-0.42556607723236084,-0.3159167468547821,3.3873874732006364
autoregressive,test_c01_side-1,1,14,3,1,-0.44834825582802296,-0.28787984140217304,-0.45137426257133484,-0.2989576756954193,11.483689713641345
autoregressive,test_c01_side-1,1,14,4,1,-0.4670887216925621,-0.25685054808855057,-0.4691377282142639,-0.30299457907676697,46.189501226658116
autoregressive,test_c01_side-1,1,14,5,1,-0.47726609744131565,-0.2301967591047287,-0.4784253239631653,-0.31128981709480286,81.10134314738869
autoregressive,test_c01_side-1,1,14,6,1,-0.47729016188532114,-0.21196552738547325,-0.47474390268325806,-0.32233425974845886,110.3981001618073
autoregressive,test_c01_side-1,1,15,1,1,-0.3942977888509631,-0.3577671702951193,-0.39391541481018066,-0.36654984951019287,8.790999038900521
autoregressive,test_c01_side-1,1,15,2,1,-0.41441838163882494,-0.37233877275139093,-0.42285487055778503,-0.38453879952430725,14.832902566241422
autoregressive,test_c01_side-1,1,15,3,1,-0.42961040791124105,-0.38653945177793503,-0.4516095817089081,-0.4084514379501343,31.049940189807298
autoregressive,test_c01_side-1,1,15,4,1,-0.4358840836212039,-0.3973124288022518,-0.48014312982559204,-0.43818625807762146,60.245606400419184
autoregressive,test_c01_side-1,1,15,5,1,-0.4381232736632228,-0.4011837290599942,-0.5084528923034668,-0.4736945927143097,101.01524937343315
autoregressive,test_c01_side-1,1,15,6,1,-0.43536329362541437,-0.4057525834068656,-0.5365398526191711,-0.514930248260498,148.85045714645702
autoregressive,test_c01_side-1,2,0,1,1,-0.040255122003145516,0.5636683776974678,-0.04042058438062668,0.5635147094726562,0.22581346655691953
autoregressive,test_c01_side-1,2,0,2,1,-0.012742985738441348,0.5869074501097202,-0.013148163445293903,0.5868980884552002,0.40528584320902167
autoregressive,test_c01_side-1,2,0,3,1,0.012148990295827389,0.611247580498457,0.011008177883923054,0.6111827492713928,1.1426530738407117
autoregressive,test_c01_side-1,2,0,4,1,0.03327174601145089,0.636377414688468,0.03180842474102974,0.6358264684677124,1.5636018926286235
autoregressive,test_c01_side-1,2,0,5,1,0.050771314883604646,0.6619902737438679,0.04908984154462814,0.6603327989578247,2.3610538443791644
autoregressive,test_c01_side-1,2,0,6,1,0.06448412965983152,0.6875954065471888,0.06266067922115326,0.684371829032898,3.7035690209522585
autoregressive,test_c01_side-1,2,1,1,1,-0.039804153493605554,0.56235096976161,-0.03989887982606888,0.5625258088111877,0.1988511285338612
autoregressive,test_c01_side-1,2,1,2,1,-0.011643445468507707,0.5838883351534605,-0.011744837276637554,0.5845522284507751,0.6715911025133893
autoregressive,test_c01_side-1,2,1,3,1,0.014148814836516976,0.6064611058682203,0.013369609601795673,0.6077658534049988,1.5197127796220289
autoregressive,test_c01_side-1,2,1,4,1,0.03665522811934352,0.6304332930594683,0.03511858358979225,0.6318435072898865,2.085660707275718
autoregressive,test_c01_side-1,2,1,5,1,0.056167414877563715,0.6560370437800884,0.053353436291217804,0.656355082988739,2.831894140438944
autoregressive,test_c01_side-1,2,1,6,1,0.07258131867274642,0.6828632466495037,0.06801490485668182,0.6809159517288208,4.964281684963402
autoregressive,test_c01_side-1,2,2,1,1,-0.039449592237360775,0.5610689334571362,-0.039352625608444214,0.561444103717804,0.3874987117565526
autoregressive,test_c01_side-1,2,2,2,1,-0.010528619168326259,0.5803976189345121,-0.01014084741473198,0.5817024111747742,1.361194226822019
autoregressive,test_c01_side-1,2,2,3,1,0.016697574639692903,0.6002136096358299,0.01636057160794735,0.603066623210907,2.872848325787434
autoregressive,test_c01_side-1,2,2,4,1,0.041504224529489875,0.6213374715298414,0.03978269547224045,0.6254635453224182,4.470810579385255
autoregressive,test_c01_side-1,2,2,5,1,0.06389511981979012,0.6442582998424768,0.05998982861638069,0.6485766172409058,5.822298904814231
autoregressive,test_c01_side-1,2,2,6,1,0.0835279249586165,0.6685720533132553,0.07699664682149887,0.6720218658447266,7.3863929361148095
autoregressive,test_c01_side-1,2,3,1,1,-0.04038485721684992,0.5638255644589663,-0.04056387022137642,0.5637605786323547,0.19044372777801227
autoregressive,test_c01_side-1,2,3,2,1,-0.013089598505757749,0.5873528905212879,-0.01361845713108778,0.5875369310379028,0.5599663894751671
autoregressive,test_c01_side-1,2,3,3,1,0.011418033856898546,0.6118324548006058,0.010075906291604042,0.6121419668197632,1.377354018227068
autoregressive,test_c01_side-1,2,3,4,1,0.032161287032067776,0.6368803717195988,0.03033558465540409,0.6368688941001892,1.8257384544076236
autoregressive,test_c01_side-1,2,3,5,1,0.049171642400324345,0.6620563752949238,0.04707268998026848,0.661076545715332,2.316391000392923
autoregressive,test_c01_side-1,2,3,6,1,0.061740510165691376,0.6867952682077885,0.06009102240204811,0.6843778491020203,2.9265551447635496
autoregressive,test_c01_side-1,2,4,1,1,-0.03695056145079434,0.5585228148847818,-0.03775487840175629,0.5570445656776428,1.6828982369744911
autoregressive,test_c01_side-1,2,4,2,1,-0.0049585304223001,0.5666495822370052,-0.003726431168615818,0.5619163513183594,4.890965497747299
autoregressive,test_c01_side-1,2,4,3,1,0.025832071900367737,0.5688254609704018,0.029946114867925644,0.5544140934944153,14.987089846492335
autoregressive,test_c01_side-1,2,4,4,1,0.04820583644323051,0.567440826445818,0.06302279978990555,0.5385385751724243,32.47895520929045
autoregressive,test_c01_side-1,2,4,5,1,0.05806276109069586,0.5680122971534729,0.09589587897062302,0.5167589783668518,63.704375792872106
autoregressive,test_c01_side-1,2,4,6,1,0.062084229895845056,0.5703983977437019,0.12851929664611816,0.4891389012336731,104.96058244491897
autoregressive,test_c01_side-1,2,5,1,1,-0.04005125805269927,0.5646571833640337,-0.03976789861917496,0.5628578066825867,1.821551264802213
autoregressive,test_c01_side-1,2,5,2,1,-0.009676815709099174,0.5829390995204449,-0.00845140591263771,0.5797584056854248,3.408583641543563
autoregressive,test_c01_side-1,2,5,3,1,0.019866461167111993,0.5971050933003426,0.023642724379897118,0.5883736610412598,9.513047521545655
autoregressive,test_c01_side-1,2,5,4,1,0.043476853519678116,0.6057283971458673,0.052048247307538986,0.5823150277137756,24.93300342177385
autoregressive,test_c01_side-1,2,5,5,1,0.0552228856831789,0.6119883637875319,0.054769787937402725,0.5580266714096069,53.96359459725628
autoregressive,test_c01_side-1,2,5,6,1,0.060607763938605785,0.6162329595535994,0.04423541948199272,0.5300140380859375,87.75964950962846
autoregressive,test_c01_side-1,2,6,1,1,-0.03832152020186186,0.5596710685640574,-0.03830307722091675,0.5588877201080322,0.7835655346574955
autoregressive,test_c01_side-1,2,6,2,1,-0.007313799578696489,0.571574155241251,-0.00524746160954237,0.5699836611747742,2.6075705126162836
autoregressive,test_c01_side-1,2,6,3,1,0.02397442632354796,0.5786325633525848,0.028028104454278946,0.5718035697937012,7.941502339912851
autoregressive,test_c01_side-1,2,6,4,1,0.05333687481470406,0.580966180190444,0.050544943660497665,0.5492639541625977,31.824927567717822
autoregressive,test_c01_side-1,2,6,5,1,0.07515012007206678,0.5805760007351637,0.05458372086286545,0.5136136412620544,70.04951365026128
autoregressive,test_c01_side-1,2,6,6,1,0.08608126454055309,0.5816501639783382,0.05767514929175377,0.4721343219280243,113.13985612293035
autoregressive,test_c01_side-1,2,7,1,1,-0.04152249242179096,0.5658748000860214,-0.04092170670628548,0.5653575658798218,0.7927639623610614
autoregressive,test_c01_side-1,2,7,2,1,-0.013255045167170465,0.5884350277483463,-0.011924969032406807,0.5883501768112183,1.3327798789745229
autoregressive,test_c01_side-1,2,7,3,1,0.014895598869770765,0.6091758143156767,0.017860960215330124,0.6070637106895447,3.640652364241552
autoregressive,test_c01_side-1,2,7,4,1,0.041682805866003036,0.6262020636349916,0.042306289076805115,0.6034339666366577,22.776632153145353
autoregressive,test_c01_side-1,2,7,5,1,0.06288585672155023,0.639956496655941,0.044467903673648834,0.585771918296814,57.22927158745845
autoregressive,test_c01_side-1,2,7,6,1,0.07605462893843651,0.6487229652702808,0.038454119116067886,0.5645557641983032,92.1841422110807
autoregressive,test_c01_side-1,2,8,1,1,-0.037760557257570326,0.5570373274385929,-0.037617769092321396,0.5576512217521667,0.6302814358470736
autoregressive,test_c01_side-1,2,8,2,1,-0.00743228115607053,0.5679140631109476,-0.004549234174191952,0.5700915455818176,3.6129475239290954
autoregressive,test_c01_side-1,2,8,3,1,0.02280935412272811,0.5747407879680395,0.028764016926288605,0.5662222504615784,10.393434964105571
autoregressive,test_c01_side-1,2,8,4,1,0.05111900554038584,0.577536441385746,0.061601672321558,0.5532185435295105,26.48105849454273
autoregressive,test_c01_side-1,2,8,5,1,0.07512379670515656,0.5766935888677835,0.09420578181743622,0.5343025326728821,46.487888757659846
autoregressive,test_c01_side-1,2,8,6,1,0.09166044695302844,0.574320325627923,0.126557394862175,0.5095267295837402,73.59352594970855
autoregressive,test_c01_side-1,2,9,1,1,-0.040270162862725556,0.5636876150965691,-0.04042058438062668,0.5635147094726562,0.22917894281184795
autoregressive,test_c01_side-1,2,9,2,1,-0.012160355574451387,0.5859405677765608,-0.012497288174927235,0.5858588814735413,0.34669327851058007
autoregressive,test_c01_side-1,2,9,3,1,0.014453753363341093,0.60754712857306,0.013595014810562134,0.6073706150054932,0.8766920448846824
autoregressive,test_c01_side-1,2,9,4,1,0.03886937955394387,0.6279829330742359,0.037976089864969254,0.6272972226142883,1.1261284577302455
autoregressive,test_c01_side-1,2,9,5,1,0.061467560939490795,0.6470731478184462,0.06158311665058136,0.6432773470878601,3.7975592567704917
autoregressive,test_c01_side-1,2,9,6,1,0.08245553495362401,0.6652109157294035,0.08508089929819107,0.6531538963317871,12.33954029517396
autoregressive,test_c01_side-1,2,10,1,1,-0.0404686473775655,0.5543499235063791,-0.03581234812736511,0.5531816482543945,4.800623894017984
autoregressive,test_c01_side-1,2,10,2,1,-0.020605989964678884,0.5566286351531744,-0.0004618423408828676,0.5577060580253601,20.17294037900265
autoregressive,test_c01_side-1,2,10,3,1,-0.004393618553876877,0.555939581245184,0.034717921167612076,0.556212842464447,39.11249430910232
autoregressive,test_c01_side-1,2,10,4,1,0.0006324980640783906,0.5531065165996552,0.06963852047920227,0.5487253665924072,69.14496080657352
autoregressive,test_c01_side-1,2,10,5,1,-0.002488195663318038,0.5511047504842281,0.10428725183010101,0.5352897047996521,107.94031618179147
autoregressive,test_c01_side-1,2,10,6,1,-0.006550934980623424,0.5503318533301353,0.1386636644601822,0.5159529447555542,149.22864753636625
autoregressive,test_c01_side-1,2,11,1,1,-0.0361392623744905,0.5576560404151678,-0.03747042641043663,0.5563384294509888,1.872991282286495
autoregressive,test_c01_side-1,2,11,2,1,-0.002281478838995099,0.566882336512208,-0.0033917382825165987,0.5623835921287537,4.633721728760855
autoregressive,test_c01_side-1,2,11,3,1,0.03174059512093663,0.5711456816643476,0.030719289556145668,0.5599441528320312,11.247991520173215
autoregressive,test_c01_side-1,2,11,4,1,0.057834230130538344,0.5727677270770073,0.06373898684978485,0.5484644770622253,25.010280150259927
autoregressive,test_c01_side-1,2,11,5,1,0.0702031534165144,0.5755918752402067,0.09436661005020142,0.5272928476333618,54.00619135112972
autoregressive,test_c01_side-1,2,11,6,1,0.0732383574359119,0.5786110088229179,0.12455751746892929,0.49981895089149475,94.03108305003828
autoregressive,test_c01_side-1,2,12,1,1,-0.04796324239578098,0.5698964018374681,-0.04408454895019531,0.5714223980903625,4.168084381184836
autoregressive,test_c01_side-1,2,12,2,1,-0.028713957173749804,0.5776156559586525,-0.014436217956244946,0.5903863906860352,19.155821638349362
autoregressive,test_c01_side-1,2,12,3,1,-0.013103841687552631,0.5996933076530695,0.0021344672422856092,0.5748153924942017,29.173904807087684
autoregressive,test_c01_side-1,2,12,4,1,-0.008235910441726446,0.629864739254117,0.011554763652384281,0.5471414923667908,85.0576648908306
autoregressive,test_c01_side-1,2,12,5,1,-0.04384745773859322,0.5817181207239628,0.020931240171194077,0.513601541519165,94.00078757888662
autoregressive,test_c01_side-1,2,12,6,1,-0.027423629187978804,0.588743956759572,0.03023894876241684,0.47430235147476196,128.14778154946623
autoregressive,test_c01_side-1,2,13,1,1,-0.04130591137800366,0.565233251079917,-0.04170764610171318,0.5656172633171082,0.5557483122300579
autoregressive,test_c01_side-1,2,13,2,1,-0.00940251792781055,0.5827508252114058,-0.010921523906290531,0.5830708146095276,1.5523441556460023
autoregressive,test_c01_side-1,2,13,3,1,0.020110636483877897,0.5973991397768259,0.018344059586524963,0.5979663133621216,1.8553920906693204
autoregressive,test_c01_side-1,2,13,4,1,0.04416528367437422,0.6163125019520521,0.04153228923678398,0.6175708770751953,2.918247360818957
autoregressive,test_c01_side-1,2,13,5,1,0.06696280417963862,0.6350253205746412,0.06380670517683029,0.6339465379714966,3.3353759638720324
autoregressive,test_c01_side-1,2,13,6,1,0.08300494542345405,0.6566281523555517,0.07877326011657715,0.6548363566398621,4.595399049397304
autoregressive,test_c01_side-1,2,14,1,1,-0.0399794812547043,0.5636939015239477,-0.0394819937646389,0.5619945526123047,1.7706723373549134
autoregressive,test_c01_side-1,2,14,2,1,-0.009582841536030173,0.5804125722497702,-0.007825028151273727,0.5772795677185059,3.592440018782719
autoregressive,test_c01_side-1,2,14,3,1,0.020451459800824523,0.5926515813916922,0.024537138640880585,0.5841823220252991,9.403250810188938
autoregressive,test_c01_side-1,2,14,4,1,0.045437080785632133,0.5997619945555925,0.04996570944786072,0.5723773837089539,27.756537766483035
autoregressive,test_c01_side-1,2,14,5,1,0.05967588606290519,0.6038095466792583,0.04873773083090782,0.5449892282485962,59.82869796480419
autoregressive,test_c01_side-1,2,14,6,1,0.06637209234759212,0.6064215991646051,0.039494600147008896,0.5129558444023132,97.25351870383561
autoregressive,test_c01_side-1,2,15,1,1,-0.039639094145968556,0.5530745442956686,-0.03508354350924492,0.5504599213600159,5.252551256236768
autoregressive,test_c01_side-1,2,15,2,1,-0.021479209419339895,0.5523296985775232,0.0011761145433411002,0.5514277815818787,22.67326968306645
autoregressive,test_c01_side-1,2,15,3,1,-0.00344070082064718,0.5466617736965418,0.037250544875860214,0.5463935732841492,40.692129555907236
autoregressive,test_c01_side-1,2,15,4,1,0.0072399001801386476,0.5392559347674251,0.07305740565061569,0.5353913307189941,65.93086675304234
autoregressive,test_c01_side-1,2,15,5,1,0.00900035013910383,0.5358672924339771,0.10858520120382309,0.5184683203697205,101.09335680684019
autoregressive,test_c01_side-1,2,15,6,1,0.010852178209461272,0.5305123999714851,0.1438337117433548,0.4956715703010559,137.4698936973107
autoregressive,test_c01_side+1,0,0,1,1,-0.00019573690292418178,-0.640403401106596,1.531784421526794e-10,-0.6411562561988831,0.777884172042525
autoregressive,test_c01_side+1,0,0,2,1,-0.00022708840810992115,-0.6259251143783331,3.930791717721149e-05,-0.6266635656356812,0.7850332869410185
autoregressive,test_c01_side+1,0,0,3,1,-0.0005476844930853986,-0.6104374323040247,0.00020620277791749686,-0.6107557415962219,0.8183317315607974
autoregressive,test_c01_side+1,0,0,4,1,-0.001125219411960643,-0.5943946428596973,0.0005913220811635256,-0.5943158268928528,1.7183499801398412
autoregressive,test_c01_side+1,0,0,5,1,-0.0018428292423777748,-0.5776171982288361,0.0012802097480744123,-0.5774948596954346,3.1254342502505863
autoregressive,test_c01_side+1,0,0,6,1,-0.002743371769611258,-0.5601715426892042,0.002349833957850933,-0.5603176355361938,5.095300550722715
autoregressive,test_c01_side+1,0,1,1,1,-0.00013317094021658704,-0.6422048527747393,1.0342193768053676e-10,-0.6428738832473755,0.6821556275364308
autoregressive,test_c01_side+1,0,1,2,1,-0.00016047448468725634,-0.6302821692079306,2.626394598337356e-05,-0.631301760673523,1.0365510109001659
autoregressive,test_c01_side+1,0,1,3,1,-0.0003881080044720875,-0.6178411226719618,0.00014102031127549708,-0.6185904145240784,0.9172867894907119
autoregressive,test_c01_side+1,0,1,4,1,-0.0007708138252837671,-0.6049917917698622,0.00041252002120018005,-0.6054394841194153,1.2651906702481157
autoregressive,test_c01_side+1,0,1,5,1,-0.0012433037768460053,-0.59158606082201,0.0009079985320568085,-0.5919747948646545,2.1861417566574484
autoregressive,test_c01_side+1,0,1,6,1,-0.0018853050196412369,-0.5775450933724642,0.0016897866735234857,-0.5782194137573242,3.6381298212094073
autoregressive,test_c01_side+1,0,2,1,1,-1.4858207237011811e-05,-0.644009456038475,6.360718202147453e-11,-0.6445678472518921,0.5585888608214887
autoregressive,test_c01_side+1,0,2,2,1,3.5480403539622785e-06,-0.6346486788243055,1.606306977919303e-05,-0.6358791589736938,1.2305437919879976
autoregressive,test_c01_side+1,0,2,3,1,-0.00010072067425426212,-0.6252014506608248,8.89714719960466e-05,-0.6263436079025269,1.157802347173969
autoregressive,test_c01_side+1,0,2,4,1,-0.00026893960011875606,-0.6156149562448263,0.0002669321547728032,-0.616474986076355,1.0133162629750796
autoregressive,test_c01_side+1,0,2,5,1,-0.0004757268491175637,-0.6055944878607988,0.0005995644605718553,-0.6063684225082397,1.3248495156820916
autoregressive,test_c01_side+1,0,2,6,1,-0.0007635090146322909,-0.594963476061821,0.0011341911740601063,-0.5960420370101929,2.182787146177113
autoregressive,test_c01_side+1,0,3,1,1,-0.0002502579707197583,-0.6390704922378063,1.972809138273135e-10,-0.6398520469665527,0.8206442253966901
autoregressive,test_c01_side+1,0,3,2,1,-0.000347387798001364,-0.6228019073605537,5.114644591230899e-05,-0.6231436729431152,0.5250078637462868
autoregressive,test_c01_side+1,0,3,3,1,-0.0008629967105662217,-0.6049434598535299,0.0002645851345732808,-0.6048246026039124,1.1338288509624634
autoregressive,test_c01_side+1,0,3,4,1,-0.001693619180286987,-0.5864799339324236,0.0007494312012568116,-0.585913896560669,2.5077666304870174
autoregressive,test_c01_side+1,0,3,5,1,-0.0027579077177506406,-0.5672956705093384,0.001605470315553248,-0.5665777325630188,4.422047348941945
autoregressive,test_c01_side+1,0,3,6,1,-0.004157380921242293,-0.5472728330641985,0.0029204003512859344,-0.5468406081199646,7.090966516926256
autoregressive,test_c01_side+1,0,4,1,1,-0.00015030349118205777,-0.6424758844077587,0.0003623490920290351,-0.6434046030044556,1.0608161494451238
autoregressive,test_c01_side+1,0,4,2,1,0.00037838546290913655,-0.6302887741476297,0.0017696836730465293,-0.6323469877243042,2.484341731070545
autoregressive,test_c01_side+1,0,4,3,1,0.0010251301973767113,-0.6163803059607744,0.004482877440750599,-0.6201224327087402,5.095049420457166
autoregressive,test_c01_side+1,0,4,4,1,0.0019600045270635746,-0.6017976198345423,0.00865103304386139,-0.608045756816864,9.154729835579975
autoregressive,test_c01_side+1,0,4,5,1,0.0034483151539461687,-0.5867293830960989,0.01437167078256607,-0.5968847274780273,14.914781852406282
autoregressive,test_c01_side+1,0,4,6,1,0.005524547261302359,-0.5712306499481201,0.021672960370779037,-0.5872699618339539,22.76028935943842
autoregressive,test_c01_side+1,0,5,1,1,-6.940988350834232e-05,-0.6353949382901192,0.0006530697573907673,-0.6365236043930054,1.340098505080141
autoregressive,test_c01_side+1,0,5,2,1,0.0005267010783427395,-0.6126430481672287,0.0031434143893420696,-0.6129694581031799,2.636992984110645
autoregressive,test_c01_side+1,0,5,3,1,0.001518589010629512,-0.5852841008454561,0.007693699095398188,-0.5864852666854858,6.290849222026076
autoregressive,test_c01_side+1,0,5,4,1,0.003406288229598431,-0.5567799396812916,0.014308408834040165,-0.5595910549163818,11.258712294874115
autoregressive,test_c01_side+1,0,5,5,1,0.005931719532782154,-0.527629129588604,0.022954538464546204,-0.5334522724151611,17.99125778710618
